"","asin","product_name","sku","price_cleaning","native_price","discount_percentage","date","X..i.."
"1","B006JYFNUI","Imetec Acqua Bottiglia di Ricambio per Imetec Acqua Bubbles BLS 100 - BLS 110","0","18.44","0","0","1668388335.48338",NA
"2","B00TDNGW3Y","Imetec Acqua The Bottle BT 300 Bottiglia di Ricambio per Imetec Acqua The Bottle FB 110 e FB 100","0","15","0","0","1668388357.59151",NA
"3","B008DREKCQ","Imetec H2O Flux Technology, 3 Cartucce Filtranti per Prodotti Acqua, Ricambi Originali","0","20.1","0","0","1668388379.8823",NA
"4","B008DREU30","Imetec Acqua WP120 Caraffa Filtrante con 3 Filtri FC100 Inclusi","0","20.1","0","0","1668388402.14223",NA
"5","B00GAY1TYG","Imetec Acqua The Bottle FB 100 Bottiglia Filtrante","0","20.1","0","0","1668388424.24959",NA
"6","B00GM9FVRU","Imetec Acqua The Bottle FB 120 Bottiglia Filtrante, Family Pack","0","20.1","0","0","1668388446.06584",NA
"7","B006JNA2OG","Imetec BLS100 Gasatore d'Acqua con 3 Livelli di Gasatura, Bottiglia con Tappo di Chiusura da 1 Litro, Cilindro per Gasare Fino a 80 Litri Incluso, Nero, Ceramica, 0","0","24.19","0","0","1668388468.44907",NA
"8","B0069ORHTS","Imetec 7744J BLS110 Gasatore d'Acqua con 3 Livelli di Gasatura, Bottiglia con Tappo di Chiusura da 1 Litro, Cilindro per Gasare Fino a 80 Litri Incluso, Nero, Arancione","0",NA,"0","0","1668388490.18463",NA
"9","B006JN451C","Imetec 7730 Cilindro Universale per Gasatori Domestici, Co2 Proveniente da Fonti Naturali, Gasa Fino a 80 Litri di Acqua, Blue","0",NA,"0","0","1668388512.02364",NA
"10","B00XMY1XVQ","IMETEC The Drinking Station WS100 Apparecchio per la Depurazione e la Gasatura Rubinetto, 120 l Depurata e Fino a 80 l di Acqua Gasata, Plastic","0",NA,"0","0","1668388533.87998",NA
"11","B00MHUG8LG","Imetec Acqua The Bottle FB 100 Bottiglia Filtrante","0","20.1","0","0","1668388556.05006",NA
"12","B007X31N7Q","Imetec Bellissima Magic Style PB1 45 Spazzola Professionale Riscaldata","0","49.85","0","0","1668388578.28473",NA
"13","B007YH05SO","Imetec Bellissima Magic Style PB1 30 Spazzola Professionale Riscaldata","0","32.9","0","0","1668388600.67344",NA
"14","B00G3NJTWS","Imetec Bellissima Magic Style PB4 30 Spazzola Professionale Riscaldata, Diametro 30 mm, Rivestimento in Ceramica, Regolazione della Temperatura, Sistema Anti Efetto Crespo, Guida Styling Inclusa","0","57.98","0","0","1668388622.85889",NA
"15","B00G3NJSC4","Imetec Bellissima Magic Style PB4 38 Spazzola Professionale Riscaldata, Diametro 38 mm, Rivestimento in Ceramica, Regolazione della Temperatura, Sistema Anti Efetto Crespo, Guida Styling Inclusa","0","58.9","0","0","1668388644.83731",NA
"16","B00EFP7L3K","Imetec Bellissima Magic Style PB1 25 Spazzola Professionale Riscaldata, Diametro 25 mm, Rivestimento in Ceramica, Sistema Anti Efetto Crespo, Guida Styling Inclusa","0","49.85","0","0","1668388666.70901",NA
"17","B00FGRYLHA","Imetec Bellissima Magic Style PB1 30 Spazzola Professionale Riscaldata, Diametro 30 mm, Rivestimento in Ceramica, Regolazione della Temperatura, Sistema Anti Efetto Crespo, Guida Styling Inclusa","0","57.98","0","0","1668388688.93443",NA
"18","B00M0K1VYM","Imetec Bellissima Magic Style PB1 38 Spazzola Professionale Riscaldata, Diametro 38 mm, Rivestimento in Ceramica, Sistema Anti Efetto Crespo, Guida Styling Inclusa","0",NA,"0","0","1668388710.70254",NA
"19","B00FXBCNP6","Imetec Bellissima Magic Style PB1 45 Spazzola Professionale Riscaldata, Diametro 45 mm, Rivestimento in Ceramica, Sistema Anti Efetto Crespo, Guida Styling Inclusa","0","57.98","0","0","1668388732.73382",NA
"20","B00DZK6CJK","Imetec Bellissima Magic Style PB2 25 Spazzola Professionale Riscaldata, Diametro 25 mm, Rivestimento in Gloss Titanium Ceramic, Sistema Anti Efetto Crespo, Guida Styling Inclusa","0","49.85","0","0","1668388755.42951",NA
"21","B00FHQJ44U","Imetec Bellissima Magic Style PB2 30 Spazzola Professionale Riscaldata, Diametro 30 mm, Rivestimento in Ceramica, Sistema Anti Efetto Crespo, Guida Styling Inclusa","0","57.98","0","0","1668388777.83037",NA
"22","B00FHQJ0TE","Imetec Bellissima Magic Style PB2 38 Spazzola Professionale Riscaldata, Diametro 38 mm, Rivestimento in Gloss Titanium Ceramic, Tecnologia a Ioni, Sistema Anti Efetto Crespo, Guida Styling Inclusa","0","49.85","0","0","1668388800.16538",NA
"23","B00FR5XS8Y","Imetec Bellissima Magic Style PB2 45 Spazzola Professionale Riscaldata, Diametro 45 mm, Rivestimento in Gloss Titanium Ceramic, Tecnologia a Ioni, Sistema Anti Efetto Crespo, Guida Styling Inclusa","0","32.9","0","0","1668388822.38386",NA
